filename,reduced
academic_oup_com_Environmental_Public_Policy_Oxford_Academic.txt,No
acecor_ucc_edu_gh_Technical_Proposal.txt,Yes
afrodad_org_MINERAL_RESOURCE_GOVERNANCE_IN_EAST_AFRICA.txt,No
aida-americas_org_International_Environmental_Law_History_and_milest.txt,No
ajelp_com_ARIZONA_JOURNAL_OF_ENVIRONMENTAL_LAW_POLICY.txt,No
applications_emro_who_int_Country_Cooperation_Strategy_Dashboards.txt,Yes
apps1_unep_org_Combating_marine_plastic_litter_and_microplast.txt,Yes
apps1_unep_org_Extended_Producer_Responsibility.txt,No
apps1_unep_org_United_Nations_Environment_Assembly_of_the_.txt,Yes
archive_iwlearn_net_Barcelona_Convention_for_the_Protection_of_.txt,No
brill_com_Obligations_to_Protect_and_Preserve_Marine_Environ.txt,Yes
bti-project_org_BTI_2026_Uganda_Country_Report.txt,No
ceobs_org_The_Conflict_and_Environment_Observatory.txt,No
ceowatermandate_org_Implementation_of_Integrated_Water_Resources_.txt,No
cgspace_cgiar_org_Operationalizing_payments_for_ecosystem_services_C.txt,No
circulareconomy_europa_eu_Sustainability_and_Circularity_in_the_Textile_Valu.txt,No
climate-transparency-platform_org_Outcome_Report_Third_Technical_CBIT_Implementation.txt,No
climateactiontracker_org_Brazil.txt,No
climateactiontracker_org_CAT_Clmate_Governance_Series_Rwanda.txt,No
climateactiontracker_org_Climate_Governance_Series_Ghana_August_2021.txt,No
climateactiontracker_org_Kenya.txt,No
climateactiontransparency_org_Assessment_of_the_policy_framework_impact_on_the_r.txt,Yes
climatepolicyinitiative_org_Understanding_and_Increasing_Finance_for_.txt,Yes
climatepromise_undp_org_A_green_future_is_possible_for_Lebanon_UNDP_Climat.txt,No
constitutionnet_org_Environmental_Protection_in_Constitutions_Assessme.txt,Yes
cop30oceanpavilion_vfairs_com_COP30_Virtual_Ocean_Pavilion_2025_3_21_November_.txt,No
cps_iau_org_National_approaches_to_the_protection_of_dark_and_.txt,No
digitalcommons_pace_edu_The_Evolution_of_International_Environmental_Law_A.txt,No
digitallibrary_un_org_A_73_419_General_Assembly.txt,No
disasterdisplacement_org_The_responsibility_of_the_international_community_.txt,Yes
docs_un_org_the_United_Nations.txt,No
documents1_worldbank_org_Ghana_Climate_Change_Law_and_Development.txt,Yes
documents1_worldbank_org_Ghana_Country_Environmental_Analysis_Documents_Rep.txt,Yes
documents1_worldbank_org_Implementing_the_Environmental_and_Social_Framewor.txt,Yes
documents1_worldbank_org_Kenya_Country_Environmental_Analysis_World_Bank_Do.txt,Yes
documents1_worldbank_org_P1776270bb76370b08d1b08a7_Documents_Reports.txt,Yes
e360_yale_edu_Brazil_Has_Weakened_Dozens_of_Environmental_Laws_.txt,No
ecowap_ecowas_int_ECOWAS_ENVIRONMENTAL_ACTION_PLAN_2020_2026.txt,Yes
egyankosh_ac_in_MEV_003_ENVIRONMENTAL_ACTS_LAWS_AND_POLICIES.txt,No
elaw_org_Complete_EIA_Law_Comparison.txt,No
enb_iisd_org_Summary_report_14_18_July_2025_Earth_Negotiations_.txt,No
enb_iisd_org_Summary_report_19_February_1_March_2024.txt,No
environmentalmigration_iom_int_First_Global_Report.txt,Yes
en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,No
en_wikipedia_org_Environmental_law.txt,No
en_wikipedia_org_Environmental_policy_in_Lebanon.txt,No
en_wikipedia_org_Environmental_protection.txt,No
en_wikipedia_org_United_Nations_Environment_Programme.txt,No
epi_yale_edu_2018_ENVIRONMENTAL_PERFORMANCE_INDEX.txt,Yes
epi_yale_edu_2024_epi_report_20250106_pdf.txt,Yes
ercst_org_Opportunities_for_mobilizing_private_climate_finan.txt,No
ewastemonitor_info_The_Global_E_waste_Monitor_2020.txt,No
faolex_fao_org_National_Environmental_Policy.txt,Yes
files_unsdsn_org_SUSTAINABLE_DEVELOPMENT_REPORT2023.txt,No
forestdeclaration_org_Forest_governance_Theme_4_assessment.txt,Yes
forestdeclaration_org_Taking_stock_of_national_climate_action_for_forest.txt,Yes
fsrp_go_ke_FSRP_Environmental_and_socila_management_framework.txt,Yes
gefcrew_org_Fifth_Meeting_of_the_Scientific_and_Technical_Advi.txt,Yes
gefcrew_org_Regional_Nutrient_Pollution_Reduction_Strategy_and.txt,Yes
gggi_org_Record_of_Proceedings.txt,No
ghana_un_org_Ghana_s_Environment_Minister_Calls_for_Stronger_UN.txt,No
globalabc_org_2020global_status_report_for_buildings_and_constru.txt,No
globalabc_org_Climate_Action_Roadmaps_For_Buildings_and_Construc.txt,No
globalpeatlands_org_Global_Peatlands_Assessment.txt,No
globalseaweed_org_Medium_Term_Strategy_2022_2025_Global_Seaweed.txt,No
glrssmp_epa_gov_gh_environmental_and_social_impact_assessment_esia_fo.txt,No
gnhre_org_Climate_Litigation_in_the_Global_South_Project_Ann.txt,No
greenfinancelac_org_Environmental_Social_and_Governance.txt,No
icj-web_leman_un-icc_cloud_Advisory_Opinion_of_23_July_2025.txt,Yes
iilhr_org_Comparative_Memorandum_Natural_Resource_Governance.txt,No
ijmra_in_Analysing_Rules_and_Principles_in_International_.txt,No
imadahmed_com_International_Climate_Finance_and_support_to_natio.txt,Yes
international-partnerships_ec_europa_eu_Making_Mandatory_Human_Rights_and_Environmental_Du.txt,No
international-review_icrc_org_Re_evaluating_international_humanitarian_law_in_a_.txt,Yes
iucn_org_ADVANCING_ENVIRONMENTAL_LAW_IN_THE_PACIFIC_.txt,Yes
iucn_org_the_transformative_power_of_law_addressing_global_.txt,Yes
iucn_org_UNEP_2021_Global_Report_on_Environmental_Rule_of_L.txt,No
jliflc_com_Terminal_Evaluation_of_the_UNEP_Project_Faith_for_.txt,No
journals_bilpubgroup_com_Does_Environmental_Laws_and_Policies_.txt,No
journals_sagepub_com_Ghana_and_the_global_climate_crisis_Rethinking_the.txt,No
law_stanford_edu_Climate_Courage_Remaking_Environmental_Law.txt,Yes
lcec_org_lb_REGULATORY_ANALYSIS_LEBANON_.txt,No
lebanon_un_org_Lebanon_Launches_Climate_Policy_Package_to_Advance.txt,No
legal_un_org_Draft_principles_on_protection_of_the_environment_.txt,No
legal_un_org_Yearbook_of_the_International_Law_Commission_2019.txt,No
library_sprep_org_International_Environmental_Law.txt,No
link_springer_com_Effective_governance_of_transnational_adaptation_i.txt,Yes
link_springer_com_Rights_of_Nature_Springer_Nature_Link.txt,Yes
makueni_go_ke_Makueni_County_Environment_and_Climate_Change_Poli.txt,No
mesti_gov_gh_Environmental_and_Social_Management_Framework.txt,Yes
moef_gov_in_annual_report_2024_25.txt,No
mofa_gov_gh_Environmental_and_Social_Management_Framework_ESMF.txt,No
mped_gov_eg_OECD_Green_Growth_Policy_Review_of_Egypt_2024.txt,No
mrh_gov_gh_ENVIRONMENTAL_AND_SOCIAL_IMPACT_ASSESSMENT.txt,Yes
napglobalnetwork_org_Engaging_the_Private_Sector_in_National_Adaptation.txt,Yes
napglobalnetwork_org_National_Climate_Change_Action_Plan_2018_2022.txt,Yes
ndpc_gov_gh_GHANA_.txt,Yes
nema_go_ke_Environmental_and_Social_Management_Framework_Afri.txt,Yes
newclimate_org_Working_together_to_achieve_the_Paris_climate_goal.txt,No
nicholasinstitute_duke_edu_20_Years_of_Government_Responses_to_the_Global_Pla.txt,No
oceanpanel_org_THE_BLUE_CARBON_HANDBOOK.txt,Yes
odi_org_Climate_change_conflict_and_fragility.txt,No
openknowledge_fao_org_The_State_of_World_Fisheries_and_Aquaculture_2018_.txt,No
openknowledge_worldbank_org_Plastic_Waste_Management_in_Rwanda_An_Ex_post_Poli.txt,No
openknowledge_worldbank_org_World_Development_Report_2025_Standards_for_Develo.txt,No
orca_cardiff_ac_uk_Environmental_Courts_and_Tribunals_2021.txt,No
planbleu_org_State_of_the_Environment_and_Development_in_.txt,No
plasticsdb_surrey_ac_uk_National_Environment_and_Climate_Change_Policy.txt,Yes
plasticspolicy_port_ac_uk_A_global_review_of_plastics_policies_to_support_im.txt,No
pmc_ncbi_nlm_nih_gov_An_evaluation_of_the_environmental_impact_assessme.txt,No
pmc_ncbi_nlm_nih_gov_Customary_Norms_General_Principles_of_Internationa.txt,No
pmc_ncbi_nlm_nih_gov_Exploring_Policies_Strategies_and_Legislations_Rel.txt,No
pmc_ncbi_nlm_nih_gov_Integrating_the_Perspectives_of_Youth_Women_and_PM.txt,No
pmc_ncbi_nlm_nih_gov_Pollution_and_health_a_progress_update_PMC_NIH.txt,No
pmc_ncbi_nlm_nih_gov_Resilience_of_environmental_policy_amidst_the_rise.txt,Yes
pmc_ncbi_nlm_nih_gov_Revisiting_port_sustainability_as_a_foundation_for.txt,No
portals_iucn_org_br_Reference_Do_Not_Take_bm_the_Library.txt,No
protectedplanetreport2020_protectedplanet_net_Protected_Planet_Report_2018.txt,No
repository_essex_ac_uk_11_Assessing_the_contribution_of_human_rights_acto.txt,No
repository_graduateinstitute_ch_greening_international_trade_pathways_forward.txt,No
repository_uclawsf_edu_The_Emergence_of_the_Environmental_Impact_Assessme.txt,No
royalsocietypublishing_org_Understanding_the_value_and_limits_of_nature_based.txt,Yes
rsisinternational_org_The_United_Nations_Environmental_Program_Efforts_i.txt,No
rwandalii_org_Law_on_Environment.txt,No
scholarlypublications_universiteitleiden_nl_Prosecuting_environmental_harm_before_the_Internat.txt,No
scholarship_law_columbia_edu_Climate_Litigation_in_the_Global_South_Mapping_Rep.txt,No
scholarship_law_columbia_edu_Threats_to_the_Brazilian_Environment_and_Environme.txt,No
scholarship_law_unc_edu_The_U_N_Global_Plastics_Treaty_How_Narrative_Shape.txt,No
scholarship_law_vanderbilt_edu_Responsibility_for_Biological_Diversity_Conservati.txt,No
scielo_org_za_International_and_national_policy_responses_to_com.txt,No
sdgs_un_org_17969VClist20180314_csv_SDGs_the_United_Nations.txt,No
sdgs_un_org_Making_Peace_with_Nature.txt,Yes
sdgs_un_org_Partnership_for_Action_on_Green_Economy_PAGE_.txt,No
shridathramphalcentre_com_Transition_to_a_Circular_Economy_Examples_from_Afr.txt,Yes
slocat_net_Speaker_Biographies.txt,Yes
stakeholderforum_org_Module_1_A_recap_The_structure_of_UNEP_and_UNEA.txt,No
static_portaldaindustria_com_br_Brazil_is_a_key_player_on_the_sustainable_agenda_T.txt,No
swed_bio_Human_right_to_a_healthy_environment_for_a_thrivin.txt,No
thedocs_worldbank_org_ILLEGAL_LOGGING_FISHING_AND_WILDLIFE_TRADE.txt,Yes
thedocs_worldbank_org_Methodology_Handbook_Final_Second_Edition.txt,Yes
thedocs_worldbank_org_United_Nations_Environmental_Programme_UNEP_Genera.txt,Yes
training_iaia_org_STRATEGIC_ENVIRONMENTAL_ASSESSMENT_SEA_.txt,No
transcendinfra_com_Brazil_s_Mandate_for_Universal_Water_and_Sanitatio.txt,No
ufmsecretariat_org_Education_for_Sustainable_Consumption_Behaviour_an.txt,No
um_dk_danish_organisation_strategy_for_united_nations_.txt,No
um_dk_Strategic_Framework_Tropical_Forests_Initiative_fo.txt,Yes
unctad_org_Greening_International_Trade_Pathways_Forward.txt,No
unece_org_Data_for_Climate_Action_How_National_Statistical_O.txt,No
unece_org_Guidelines_on_the_Shared_Environmental_Information.txt,No
unece_org_MEASURING_AND_MONITORING_SDGs.txt,No
unece_org_Promoting_Nature_based_Solutions_and_Sustainable_.txt,No
unemg_org_An_overview_of_UN_Activities_and_Initiatives_relat.txt,No
unepccc_org_Private_sector_action_in_adaptation_Perspectives_o.txt,Yes
unepccc_org_reducing_consumer_food_waste_using_green_and_digit.txt,Yes
unepccc_org_The_Adaptation_Gap_Report_2018_United_Nations_.txt,Yes
unepccc_org_The_Climate_Technology_Progress_Report_2025.txt,Yes
unepgrid_ch_Sand_and_Sustainability_Finding_new_solutions_for_.txt,No
unesdoc_unesco_org_Country_initiatives_on_Education_for_Sustainable_D.txt,No
unesdoc_unesco_org_Culture_for_the_2030_Agenda.txt,No
unesdoc_unesco_org_Education_for_Sustainable_Development_Goals_learni.txt,No
unesdoc_unesco_org_The_United_Nations_World_Water_Development_Report_.txt,No
unfccc_int_Brazil_s_Nationally_Determined_Contribution_NDC_.txt,Yes
unfccc_int_Government_of_the_Islamic_Republic_of_Afghanistan_.txt,Yes
unfccc_int_Introduction_to_Climate_Finance.txt,No
unfccc_int_Lebanon_BUR4_2021_pdf.txt,Yes
unfccc_int_LEBANON_S_Long_Term_Low_Emission_Development_.txt,Yes
unfccc_int_report_of_the_global_environment_facility_to_the.txt,Yes
unhabitat_org_Towards_Green_And_Just_Cities.txt,Yes
unhabitat_org_Urban_Planning_Law_for_Climate_Smart_Cities.txt,Yes
unhabitat_org_World_Cities_Report_2020_The_Value_of.txt,Yes
