filename,reduced
acode-u_org_greening_rwanda_s_economy_towards_nature_positive_.txt,Yes
afripoli_org_Community_Resilience_Integrating_Local_Approaches_.txt,No
agenda2030lac_org_13_Climate_action_2030_Agenda_in_Latin_America_and.txt,No
aiap_or_ke_National_Climate_Change_Framework_Policy.txt,Yes
antigo_mctic_gov_br_Fourth_National_Communication_of_Brazil_to_the_UNF.txt,Yes
applications_emro_who_int_Country_Cooperation_Strategy_Dashboards.txt,Yes
apps1_unep_org_Combating_marine_plastic_litter_and_microplast.txt,Yes
apps1_unep_org_United_Nations_Environment_Assembly_of_the_.txt,Yes
aqmx_org_Legal_Framework_and_Policy_Design.txt,No
archive_uneca_org_DRAFT_AFRICA_CLIMATE_CHANGE_STRATEGY_2020_2030.txt,Yes
atpsnet_org_NATIONALLY_DETERMINED_CONTRIBUTIONS_NDCs_.txt,Yes
au_int_AFRICAN_UNION_CLIMATE_CHANGE_AND_RESILIENT_.txt,No
bidenwhitehouse_archives_gov_Report_on_the_Impact_of_Climate_Change_on_Migratio.txt,Yes
ca1-clm_edcdn_com_Brazil_1_5_C_aligned_2030_and_2035_GHG_emissions_t.txt,No
carbon-pulse_com_The_Paris_Agreement_Article_6_Implementation_Statu.txt,Yes
cdkn_org_Climate_finance_in_Bangladesh_India_and_Nepal.txt,Yes
cdkn_org_Nature_based_Solutions_for_urban_climate_resilienc.txt,Yes
cdn_climatepolicyradar_org_GOVERNMENT_OF_GHANA.txt,Yes
cdn_who_int_Delivering_the_Bel_m_Health_Action_Plan.txt,Yes
ceobs_org_The_Conflict_and_Environment_Observatory.txt,No
cgspace_cgiar_org_Assessing_Kenya_s_Climate_Adaptation_and_Mitigatio.txt,No
cgspace_cgiar_org_Brazil_Agriculture_and_LULUCF_Inventory_Needs_Asse.txt,No
cgspace_cgiar_org_Situational_analysis_study_for_the_agriculture_sec.txt,No
cjp_eli_org_Overview_of_European_Climate_Litigation.txt,No
climate-diplomacy_org_Climate_environment_and_human_security_in_Brazil.txt,Yes
climate-laws_org_National_Climate_Change_Action_Plan_2018_2022_NCCA.txt,No
climateactiontracker_org_Brazil.txt,No
climateactiontracker_org_CAT_Clmate_Governance_Series_Rwanda.txt,Yes
climateactiontracker_org_Climate_Governance_Series_Ghana_August_2021.txt,Yes
climateactiontracker_org_Kenya.txt,No
climateactiontransparency_org_Assessment_of_the_policy_framework_impact_on_the_r.txt,Yes
climateactiontransparency_org_kenya_strengthening_institutional_arrangements_for.txt,No
climatechange_gov_rw_CCP_Climate_Action_Plan.txt,No
climatefinanceinnovators_com_THE_LANDSCAPE_OF_ARTICLE_6_IMPLEMENTATION.txt,Yes
climatefocus_com_An_overview_of_EU_and_Brazilian_legislation.txt,Yes
climatepolicyinitiative_org_A_Snapshot_of_Global_Adaptation_Investment_and_Tra.txt,No
climatepolicyinitiative_org_Understanding_and_Increasing_Finance_for_.txt,Yes
climatepromise_undp_org_A_green_future_is_possible_for_Lebanon_UNDP_Climat.txt,No
climatepromise_undp_org_Rwanda_s_enhanced_NDC_UNDP_Climate_Promise.txt,No
climate_law_columbia_edu_HUMAN_RIGHTS_AND_ARTICLE_6_OF_THE_PARIS_.txt,Yes
climate_mit_edu_Climate_Change_in_Mexico.txt,No
cop29_az_COP29_Declaration_on_Green_Digital_Action.txt,No
cps_iau_org_National_approaches_to_the_protection_of_dark_and_.txt,Yes
decarbonization_unido_org_NDC_3_0_Guidebook_for_Indusrtial_Decarbonization.txt,No
dicf_unepgrid_ch_Climate_change_Cameroon.txt,No
dicf_unepgrid_ch_Green_economy_Ghana.txt,No
digitalcommons_wcl_american_edu_The_Role_of_the_United_Nations_Environment_Program.txt,No
digitallibrary_un_org_African_Union_climate_change_and_resilient_develop.txt,No
digitallibrary_un_org_REPORT_OF_THE_SECRETARY_GENERAL_ON_THE_2019_.txt,No
dig_watch_The_National_AI_Policy_of_Rwanda.txt,No
disasterdisplacement_org_ECOWAS_Regional_Climate_Strategy_RCS_And_Action_.txt,Yes
disasterdisplacement_org_Master_database_PDD_DRR_strate.txt,No
documents1_worldbank_org_An_Overview_of_Green_Reforms_in_Country_Procuremen.txt,No
documents1_worldbank_org_cabo_verde_Documents_Reports_World_Bank.txt,Yes
documents1_worldbank_org_Ghana_Climate_Change_Law_and_Development.txt,Yes
documents1_worldbank_org_Kenya_Country_Environmental_Analysis_World_Bank_Do.txt,No
documents1_worldbank_org_Rwanda_Revising_Nationally_Determined_Contribution.txt,Yes
documents1_worldbank_org_World_Bank_Environmental_and_Social_Framework.txt,Yes
documents_worldbank_org_Documents_Reports_Advanced_Search_The_World_Bank.txt,No
document_ess_uninfo_org_united_nations_sustainable_development_cooperation.txt,Yes
eatuc_org_assessment_study_on_trade_union_participation_in_s.txt,No
ecowap_ecowas_int_ECOWAS_ENVIRONMENTAL_ACTION_PLAN_2020_2026.txt,Yes
ehsa_iom_int_Plan_of_Action_for_Implementing_the_KDMECC_in_the_.txt,No
emsi_co_ke_Kenya_NCCAP_2023_2027_1_pdf.txt,No
emsi_co_ke_National_Climate_Change_Action_Plan_NCCAP_III_2023.txt,No
enb_iisd_org_Summary_report_14_18_July_2025_Earth_Negotiations_.txt,No
enb_iisd_org_Summary_report_2_5_December_2025.txt,No
environmentalmigration_iom_int_First_Global_Report.txt,No
environment_prod_risa_rw_Detailed_implementation_plan_for_the_NDC_of_Rwanda.txt,Yes
en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,Yes
en_wikipedia_org_Environmental_law.txt,Yes
ercst_org_Promoting_Article_6_readiness_in_NDCs_and_NDC_im.txt,Yes
