filename,reduced
academic_oup_com_Solid_waste_management_in_the_context_of_the_waste.txt,Yes
antigo_mctic_gov_br_Fourth_National_Communication_of_Brazil_to_the_UNF.txt,No
api_mziq_com_February_2024_Mziq.txt,No
applications_emro_who_int_Country_Cooperation_Strategy_Dashboards.txt,Yes
apps1_unep_org_Combating_marine_plastic_litter_and_microplast.txt,Yes
apps1_unep_org_Extended_Producer_Responsibility.txt,No
apps1_unep_org_United_Nations_Environment_Assembly_of_the_.txt,Yes
archive_ipcc_ch_Methodological_and_Technological_Issues_in_.txt,No
asean_org__Regional_Study_on_Green_Jobs_Policy_Readiness_in_.txt,No
assets_bbhub_io_Unlocking_Private_Climate_Finance_in_Emerging_Mark.txt,Yes
assets_publishing_service_gov_uk_Voluntary_National_Review_of_Progress_towards_the_.txt,Yes
au_int_AFRICAN_UNION_CLIMATE_CHANGE_AND_RESILIENT_.txt,Yes
bradscholars_brad_ac_uk_Impact_of_go_global_strategy_on_green_growth_in_br.txt,No
bti-project_org_BTI_2026_Rwanda_Country_Report.txt,No
ca1-cpm_edcdn_com_OXFORD_CLIMATE_POLICY_MONITOR_2024_ANNUAL_REVIEW.txt,Yes
cepr_org_Scaling_Up_Sustainable_Finance_and_Investment_in_t.txt,Yes
cgspace_cgiar_org_Situational_analysis_study_for_the_agriculture_sec.txt,No
circulareconomy_europa_eu_Demystifying_Finance_for_Circular_Economies.txt,No
circulareconomy_europa_eu_Pushing_the_boundaries_of_EPR_policy_for_textiles.txt,No
climateactiontracker_org_Brazil.txt,No
climateactiontracker_org_CAT_Clmate_Governance_Series_Rwanda.txt,No
climateactiontracker_org_Climate_Governance_Series_Ghana_August_2021.txt,No
climateactiontracker_org_Kenya.txt,No
climateactiontransparency_org_Assessment_of_the_policy_framework_impact_on_the_r.txt,Yes
climateaction_unfccc_int_Buildings_Breakthrough_Plan_to_Accelerate_Solution.txt,No
climatechange_moe_gov_lb_You_and_Climate_Change.txt,No
climatefocus_com_An_overview_of_EU_and_Brazilian_legislation.txt,Yes
climatepolicyinitiative_org_ENSURING_GREENER_ECONOMIC_GROWTH_FOR_BRAZIL.txt,Yes
climatepromise_undp_org_Circular_economy_opportunities_Vanuatu.txt,Yes
climatepromise_undp_org_Low_Emission_Capacity_Building_LECB_Programme.txt,Yes
clmeplus_org_Reduce_marine_plastics_and_plastic_pollution_in_La.txt,No
content_ellenmacarthurfoundation_org_Financing_the_circular_economy.txt,Yes
content_ellenmacarthurfoundation_org_The_Global_Commitment_2024_Progress_Report_PDF_.txt,Yes
ctc-cork_ie_Resource_Efficiency_in_Priority_Irish_Business_Sec.txt,No
data_unhcr_org_Kenya_is_in_Transition_to_a_Circular_Economy_May_2.txt,No
dco_org_DCO_E_Waste_Management_Framework.txt,No
dicf_unepgrid_ch_Green_economy_Kenya.txt,No
digitalcommons_wcl_american_edu_The_Role_of_the_United_Nations_Environment_Program.txt,No
digitallibrary_un_org_Shaping_the_Trends_of_Our_Time.txt,No
docs_un_org_E_2020_56_Economic_and_Social_Council_the_United_N.txt,No
docs_un_org_General_Assembly_Economic_and_Social_Council.txt,No
documents1_worldbank_org_An_Overview_of_Green_Reforms_in_Country_Procuremen.txt,Yes
documents1_worldbank_org_Enhancing_Government_Effectiveness_and_Transparenc.txt,Yes
documents1_worldbank_org_lebanon_Documents_Reports_World_Bank.txt,Yes
documents1_worldbank_org_Leveraging_Eco_Industrial_Parks_for_a_Sustainable_.txt,Yes
documents1_worldbank_org_The_World_Bank.txt,No
downloads_unido_org_2_Rwanda_KIP_Stage_I_first_tranche_project_documen.txt,Yes
downloads_unido_org_Name_of_the_Project_PRIVATE_SECTOR_TRANSITION_TO_A.txt,Yes
eba_se_Circular_Economy.txt,No
edepot_wur_nl_External_implications_of_the_circular_economy_tran.txt,No
eeb_org_GUIDELINES_ON_CIRCULAR_ECONOMY_FOR_THE_.txt,Yes
eeb_org_Study_on_items_shipped_for_reuse_and_Extended_Prod.txt,Yes
emsdialogues_org_Green_Bonds_Ecosystem_Issuance_Process_and_Case_St.txt,No
enb_iisd_org_Summary_report_19_February_1_March_2024.txt,No
enb_iisd_org_Summary_report_2_5_December_2025.txt,No
environmentalmigration_iom_int_First_Global_Report.txt,Yes
environment_ec_europa_eu_EU_Ecolabel_Product_Groups_and_Criteria_EU_Environ.txt,No
environment_prod_risa_rw_MINISTRY_OF_ENVIRONMENT.txt,Yes
en_brigc_net_Green_Development_Guidance_for_BRI_Projects_Baseli.txt,No
eulacfoundation_org_Case_studies_on_Circular_Economy_models_and_integr.txt,No
ewastemonitor_info_The_Global_E_waste_Monitor_2020.txt,No
ewastemonitor_info_THE_GLOBAL_E_WASTE_MONITOR_2024.txt,No
expra_eu_Extended_Producer_Responsibility_EPR_for_Packaging.txt,No
faolex_fao_org_2020_VOLUME_III_WATER_RESOURCES_MANAGEMENT.txt,Yes
faolex_fao_org_National_Environment_Policy_2013.txt,Yes
faolex_fao_org_NATIONAL_POLICY_WHITE_PAPER_ON_.txt,Yes
faolex_fao_org_National_Water_Resource_Strategy_III.txt,Yes
faolex_fao_org_the_national_water_resources_strategy_2020_2025_.txt,Yes
fsrp_go_ke_FSRP_Environmental_and_socila_management_framework.txt,Yes
g20mpl_org_UNIDO.txt,No
g20sfwg_org_2024_G20_Sustainable_Finance_Report.txt,No
g20sfwg_org_2025_G20_Presidency_and_SFWG_Co_chairs_.txt,No
gca_org_An_Inventory_of_Nature_based_Solutions_NbS_in_Keny.txt,Yes
gca_org_GCA_State_and_Trends_in_Adaptation_Report_2021_Afr.txt,Yes
gefcrew_org_Implementing_the_Cartagena_Convention_Supporting_t.txt,Yes
gefcrew_org_Regional_Nutrient_Pollution_Reduction_Strategy_and.txt,Yes
gefmed_paprac_org_Lebanon_s_National_ICZM_Strategy_Legislation_and_P.txt,No
gggi_org_ATTACHMENT_COMPENDIUM_OF_BUSINESS_PLANS.txt,No
gggi_org_compendium_of_country_and_global_business_plans.txt,No
gggi_org_Download.txt,No
gggi_org_G20_BACKGROUND_PAPER.txt,No
gggi_org_WASTE_SECTOR.txt,No
gggi_org_WPB_2025_2026_Compendium_of_Business_Plans.txt,No
ghanacic_ashesi_edu_gh_Waste_Management_Policy_Paper.txt,No
ghgprotocol_org_Global_Protocol_for_Community_Scale_Greenhouse_Gas.txt,Yes
gisdalliance_org_BLENDED_FINANCE_BEST_PRACTICE.txt,No
globalabc_org_2020global_status_report_for_buildings_and_constru.txt,No
globalabc_org_2021_GLOBAL_STATUS_REPORT_FOR_BUILDINGS_AND_.txt,No
globalabc_org_A_Practical_Guide_to_Climate_resilient_Buildings_.txt,No
globalabc_org_Global_Status_Report_for_Buildings_and_Constructio.txt,No
globalabc_org_RESOURCE_EFFICIENCY_AND_CLIMATE_CHANGE.txt,No
globalecolabelling_net_Sustainable_Public_Procurement_How_to_Wake_the_.txt,No
globalseaweed_org_Medium_Term_Strategy_2022_2025_Global_Seaweed.txt,No
glrssmp_epa_gov_gh_REPUBLIC_OF_GHANA.txt,No
gna_org_gh_Stakeholders_urge_swift_finalisation_of_Ghana_s_EP.txt,No
greenfinancelac_org_Environmental_Social_and_Governance.txt,No
greenfiscalpolicy_org_Greening_Public_Procurement_Leveraging_Fiscal_Poli.txt,No
greenfund_rw_Investment_Plan_Draft.txt,No
hollandcircularhotspot_nl_Circular_Economy_Implementation_Programme_2019_202.txt,No
htu_edu_gh_CIRCULAR_ECONOMY_CENTRE_LAUNCHES_2025_2026_.txt,No
ict_go_ke_KENYA_ARTIFICIAL_INTELLIGENCE_STRATEGY_2025_2030.txt,No
iea_blob_core_windows_net_Kenya_2024_Energy_Policy_Review.txt,Yes
iea_blob_core_windows_net_Net_Zero_by_2050_A_Roadmap_for_the_Global_Energy_S.txt,Yes
includeplatform_net_GREEN_JOBS_FOR_YOUNG_PEOPLE_IN_AFRICA.txt,Yes
institutdesfinances_gov_lb_Paving_the_way_for_Sustainable_Public_Procurement_.txt,No
institutotalanoa_org_THE_CLIMATE_FINANCE_ECOSYSTEM_IN_BRAZIL.txt,No
intracen_org_Empowering_the_Green_Recovery.txt,Yes
